"","locations","input"
"8706","(50, 105)           ","0.00011140774570273 "
"8707","(60, 90)            ","0.00011140774570273 "
"8708","(65, 91)            ","0.00011140774570273 "
"8709","(76, 2)             ","0.00011140774570273 "
"8710","(80, 5)             ","0.00011140774570273 "
"8711","(81, 158)           ","0.00011140774570273 "
"8712","(84, 95)            ","0.00011140774570273 "
"8713","(86, 10)            ","0.00011140774570273 "
"8714","(96, 93)            ","0.00011140774570273 "
"8715","(96, 98)            ","0.00011140774570273 "
"8716","(98, 36)            ","0.00011140774570273 "
"8717","(102, 138)          ","0.00011140774570273 "
"8718","(112, 182)          ","0.00011140774570273 "
"8719","(114, 152)          ","0.00011140774570273 "
"8720","(121, 22)           ","0.00011140774570273 "
"8721","(128, 35)           ","0.00011140774570273 "
"8722","(136, 25)           ","0.00011140774570273 "
"8723","(136, 87)           ","0.00011140774570273 "
"8724","(157, 19)           ","0.00011140774570273 "
"8725","(181, 17)           ","0.00011140774570273 "
"8726","(200, 45)           ","0.00011140774570273 "
"8727","(215, 209)          ","0.00011140774570273 "
